topic,evidence_1,evidence_2,label,acceptance_rate,evidence_1_stance,evidence_2_stance,evidence_1_detection_score,evidence_2_detection_score,evidence_1_id,evidence_2_id,evidence_1_wikipedia_article_name,evidence_2_wikipedia_article_name,evidence_1_wikipedia_url,evidence_2_wikipedia_url
We should prohibit corporal punishment,"In November 2009, the government of the People's Republic of China banned physical punishment to ""wean"" teens from the Internet.","The Canadian Paediatric Society, therefore, recommends that physicians strongly discourage disciplinary spanking and all other forms of physical punishment"" [REF].",2,0.86,PRO,PRO,0.7279497981071472,0.6330275535583496,3393,3429,Internet addiction disorder,Corporal punishment in the home,https://en.wikipedia.org/wiki/Internet_addiction_disorder,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
We should abolish intellectual property rights,"On October 1, 2011, the governments of eight nations including Japan and the United States signed the Anti-Counterfeiting Trade Agreement (ACTA), which is designed help protect intellectual property rights, especially costly copyright and trademark theft.","Another unusual and criticized decision taken by Fleva (in his secondary capacity as Minister of Industry and Commerce) was the abolition of virtually all patents, measures justified by his belief that intellectual property rights were holding back industrialization [REF].",1,0.63,CON,PRO,0.5404861569404602,0.3910242319107056,1014,996,Counterfeit consumer goods,Nicolae Fleva,https://en.wikipedia.org/wiki/Counterfeit_consumer_goods,https://en.wikipedia.org/wiki/Nicolae_Fleva
We should introduce school vouchers,"When drop-out rates and test scores showed little improvement, Johnson changed his tactics and began advocating for school vouchers - a key issue in budget battles of his second term [REF].","Unlike many Democrats, he said he was ""open"" to Sam Brownback's proposal to implement a flat tax in D.C., and he supported school vouchers.",1,0.75,PRO,PRO,0.4130633175373077,0.5076873302459717,2760,2729,Gary Johnson,Anthony A. Williams,https://en.wikipedia.org/wiki/Gary_Johnson,https://en.wikipedia.org/wiki/Anthony_A._Williams
We should further exploit wind power,Australian researchers at the University of New South Wales claim to have solved the energy storage problem for solar and wind power with the development of vanadium redox batteries.,"A 2008 survey shows that 19 % of New Zealanders favour nuclear power as the best energy source, while 77% prefer wind power as the best energy source [REF].",2,0.89,PRO,PRO,0.712690532207489,0.8784171342849731,1292,1298,Intermittent energy source,Anti-nuclear movement,https://en.wikipedia.org/wiki/Intermittent_energy_source,https://en.wikipedia.org/wiki/Anti-nuclear_movement
We should legalize cannabis,"The lead author of the study, Professor David Fergusson, stated that ""the regular use of cannabis increases the risks that young people will try other illicit drugs.","According to a 2006 United Kingdom government report, using cannabis is much less dangerous than tobacco, prescription drugs, and alcohol in social harms, physical harm, and addiction [REF].",2,0.67,CON,PRO,0.9257885217666626,0.8809947967529297,810,851,Cannabis in New Zealand,Effects of cannabis,https://en.wikipedia.org/wiki/Cannabis_in_New_Zealand,https://en.wikipedia.org/wiki/Effects_of_cannabis
We should further exploit hydroelectric dams,"In October 2010, China Yangtze Power, the largest hydropower corporation in China, and EuroSibEnergo, a Russian energy company, signed a cooperation agreement to expand hydroelectric energy production in Russia and export energy to China's northern territories [REF].","Alexander Khetaguri, the Georgian Minister of Energy, proposed new hydroelectric projects worth well over 22,000 megawatts of capacity, which would cost over 40 billion USD and would be privately funded.",1,0.78,PRO,PRO,0.6482659578323364,0.5648330450057983,2968,2970,Renewable energy in Russia,Economy of Georgia (country),https://en.wikipedia.org/wiki/Renewable_energy_in_Russia,https://en.wikipedia.org/wiki/Economy_of_Georgia_(country)
Homeschooling should be banned,"As a freshman on the Platform Committee, Schwartz added ""home schooling"" as a legitimate alternative to public school education to the Platform.","Homeschooling is increasingly becoming recognized as a viable alternative to institutional education, and fewer families are being targeted for prosecution.",2,0.78,CON,CON,0.519835889339447,0.2334456145763397,145,139,Bob Schwartz,Homeschooling in the United States,https://en.wikipedia.org/wiki/Bob_Schwartz,https://en.wikipedia.org/wiki/Homeschooling_in_the_United_States
We should further exploit wind power,"At the end of 2009, wind power in China accounted for 25.1 gigawatts (GW) of electricity generating capacity,[REF] and China has identified wind power as a key growth component of the country's economy [REF].","A November 2006 analysis found that ""wind power may be able to cover more than 50% of the Danish electricity consumption in 2025"" under conditions of high oil prices and higher costs for CO2 allowances [REF].",2,0.78,PRO,PRO,0.8469512462615967,0.8724879026412964,1257,1259,Wind farm,Intermittent energy source,https://en.wikipedia.org/wiki/Wind_farm,https://en.wikipedia.org/wiki/Intermittent_energy_source
We should ban breast implants,"In 2002, the U.S. Food and Drug Administration reviewed the pertinent studies on the human biological effects of breast-implant platinum, and reported little causal evidence of platinum toxicity to the women with breast implants [REF].","In 2002, the U.S. Food and Drug Administration reviewed the studies on the human biological effects of breast-implant platinum, and reported little causal evidence of platinum toxicity to women with breast implants [REF].",1,0.67,CON,PRO,0.5903237462043762,0.5945290923118591,1379,1368,Breast augmentation,Breast implant,https://en.wikipedia.org/wiki/Breast_augmentation,https://en.wikipedia.org/wiki/Breast_implant
Sex education should be mandatory,"Public opinion polls conducted over the years have found that the majority of Americans favor broader sex education programs over those that teach only abstinence, although abstinence educators recently published poll data with the totally opposite conclusion [REF].","1990 IMIFAP develops its first program for parents, entitled ""Learning to be a Mom/Dad"" IMIFAP research shows that providing sexuality education programs before adolescents have sex increases the likelihood that they adopt safe sex practices.",2,0.75,PRO,PRO,0.827472448348999,0.52456134557724,953,938,Adolescent sexuality in the United States,Mexican Institute for Family and Population Research,https://en.wikipedia.org/wiki/Adolescent_sexuality_in_the_United_States,https://en.wikipedia.org/wiki/Mexican_Institute_for_Family_and_Population_Research
We should legalize polygamy,"Philip Kilbride, an American anthropologist, in his book, Plural Marriage for our Time, proposes polygamy as a solution to some of the ills of the American society at large.","In 2003, Director of the Israeli Population Administration Department, Herzl Gedj, described polygamy in the Bedouin sector a ""security threat"" and advocated various means of reducing the Arab birth rate [REF].",1,0.78,PRO,CON,0.5187179446220398,0.7851728796958923,2511,2577,Criticism of marriage,Unrecognized Bedouin villages in Israel,https://en.wikipedia.org/wiki/Criticism_of_marriage,https://en.wikipedia.org/wiki/Unrecognized_Bedouin_villages_in_Israel
We should abolish the monarchy,"[REF] Their position is that because of its hereditary aspects, the sovereign's role as Supreme Governor of the Church of England (in England only), and the provisions of the Act of Settlement, 1701, that currently bar Roman Catholics from the line of succession, the monarchy is inherently contrary to egalitarianism and multiculturalism.","The coronation ceremony was estimated to cost his country roughly 20 million US dollars [REF]. Bokassa attempted to justify his actions by claiming that creating a monarchy would help Central Africa ""stand out"" from the rest of the continent, and earn the world's respect.",1,0.78,PRO,CON,0.43158578872680653,0.7442368865013123,4057,4027,Republicanism in Canada,Jean-Bédel Bokassa,https://en.wikipedia.org/wiki/Republicanism_in_Canada,https://en.wikipedia.org/wiki/Jean-Bédel_Bokassa
We should subsidize biofuels,"France, Germany, the United Kingdom and the United States governments have supported biofuels with tax breaks, mandated use, and subsidies.",Tilman and his colleagues estimate that prairie grass biofuels would yield 51 percent more energy per acre than ethanol from corn grown on fertile land [REF].,2,0.71,PRO,PRO,0.7060467600822449,0.8923625946044922,2081,2073,Food vs. fuel,Prairie,https://en.wikipedia.org/wiki/Food_vs._fuel,https://en.wikipedia.org/wiki/Prairie
We should abolish the right to keep and bear arms,The Second Amendment (Amendment II) to the United States Constitution is the part of the United States Bill of Rights that protects the right of the people to keep and bear arms.,"Many gun rights advocates also read the Second Amendment to state that because of the need of a formal military, the people have a right to ""keep and bear arms"" as a protection from the government.",1,0.63,CON,CON,0.7442545890808105,0.4553142488002777,1482,1425,Second Amendment to the United States Constitution,Political arguments of gun politics in the United States,https://en.wikipedia.org/wiki/Second_Amendment_to_the_United_States_Constitution,https://en.wikipedia.org/wiki/Political_arguments_of_gun_politics_in_the_United_States
We should subsidize condoms,"In 2009, she declared herself to be ""profoundly shocked"" by statements of Pope Benedict XVI which claimed that condoms promote AIDS, although they in fact help prevent it.","Dr. Bernardo Villegas cites the work of Dr. Edward C. Green, Director of Harvard's AIDS Prevention Center to say that more condoms promote the spread of AIDS.",1,0.6,PRO,CON,0.6417813897132874,0.8423066139221191,1747,1761,Ségolène Royal,HIV/AIDS in the Philippines,https://en.wikipedia.org/wiki/Ségolène_Royal,https://en.wikipedia.org/wiki/HIV/AIDS_in_the_Philippines
We should introduce universal health care,"A 2008 survey of over two thousand doctors published in Annals of Internal Medicine, shows that physicians support universal health care and national health insurance by almost 2 to 1 [REF].","As a Democrat, Ritter supports a ""semi-progressive"" agenda, emphasizing universal health care, environmental protection, housing subsidy and welfare increases and other stances aligned with the left wing of the Democratic Party.",1,0.88,PRO,PRO,0.8307879567146301,0.5648216605186462,3321,3330,Public opinion on health care reform in the United States,Bill Ritter,https://en.wikipedia.org/wiki/Public_opinion_on_health_care_reform_in_the_United_States,https://en.wikipedia.org/wiki/Bill_Ritter
